Year,Male Life Expectancy at Birth,Female Life Expectancy at Birth
1962,57.673,60.589
1962,57.728,61.109
1962,57.831,60.974
1962,58.009,63.934
1962,58.476,61.625
1962,58.491,59.894
1962,58.699,62.418
1962,58.785,63.819
1962,58.818,63.322
1962,58.848,62.526
1962,58.849,65.404
1962,58.982,69.745
1962,59.079,61.766
1962,59.491,62.849
1962,59.626,64.116
1962,59.817,65.607
1962,59.839,63.445
1962,59.877,65.113
1962,59.943,64.482
1962,59.957,61.292
1962,60.125,63.819
1962,60.428,67.574
1962,60.449,66.336
1962,60.464,65.506
1962,60.643,63.629
1962,60.669,64.576
1962,60.704,62.569
1962,60.741,63.703
1962,60.962,66.489
1962,61.023,68.579
1962,61.035,68.031
1962,61.282,67.225
1962,61.357,66.097
1962,61.568,65.41
1962,62.121,69.083
1962,62.533,68.612
1962,62.786,68.529
1962,62.845,65.989
1962,62.852,66.187
1962,62.984,71.17
1962,63.161,71.647
1962,63.178,68.897
1962,63.484,66.843
1962,63.543,67.708
1962,63.602,66.992
1962,63.615,69.466
1962,63.637,68.272
1962,63.677,67.214
1962,63.696,69.005
1962,64.04,68.466
1962,64.113,67.539
1962,64.364,71.239
1962,64.546,70.536
1962,64.872,71.5
1962,64.965,71.414
1962,65.088,70.26
1962,65.098,72.245
1962,65.124,72.643
1962,65.463,69.918
1962,65.559,71.257
1962,65.672,71.819
1962,65.678,70.13
1962,65.82,72.872
1962,65.831,70.755
1962,66.03,72.288
1962,66.032,67.415
1962,66.037,72.435
1962,66.055,73.04
1962,66.089,72.224
1962,66.204,71.139
1962,66.238,72.586
1962,66.281,72.477
1962,66.526,71.883
1962,66.534,72.26
1962,66.563,70.3
1962,66.744,69.314
1962,66.866,72.864
1962,66.88,73.59
1962,66.991,73.899
1962,67.001,73.65
1962,67.085,72.054
1962,67.148,72.583
1962,67.362,73.265
1962,67.393,73.129
1962,67.655,73.813
1962,67.785,71.32
1962,67.817,74.294
1962,67.825,73.788
1962,67.929,74.261
1962,67.938,70.826
1962,67.973,72.11
1962,68.002,72.652
1962,68.084,73.823
1962,68.194,72.419
1962,68.333,74.289
1962,68.447,74.098
1962,68.45,74.44
1962,68.486,74.118
1962,69.374,76.996
1962,69.764,75.178
1962,69.765,72.306
1962,69.843,74.896
1962,70.319,74.437
1962,70.96,75.566
1962,70.965,76.049
1962,71.355,75.415
1962,71.389,76.054
1962,71.393,75.754
1963,,
1963,25.788,32.53
1963,29.456,30.869
1963,30.351,36.568
1963,31.67,34.974
1963,32.07,39.9
1963,33.346,34.773
1963,33.776,37.466
1963,33.949,36.748
1963,34.134,36.001
1963,35.247,40.665
1963,35.28,37.724
1963,35.837,38.542
1963,35.941,38.086
1963,36.142,37.24
1963,36.735,40.879
1963,36.865,40.22
1963,37.069,39.331
1963,37.34,39.626
1963,37.558,40.618
1963,37.566,41.401
1963,38.235,41.341
1963,38.407,41.572
1963,38.429,40.217
1963,39.018,42.425
1963,39.058,42.061
1963,39.241,43.545
1963,39.294,39.534
1963,39.562,43.027
1963,39.594,41.981
1963,39.696,40.047
1963,39.697,40.522
1963,39.709,44.309
1963,40.373,43.457
1963,40.513,41.328
1963,40.764,43.075
1963,40.812,43.073
1963,41.027,44.099
1963,41.049,44.449
1963,41.296,44.309
1963,41.663,44.15
1963,41.8,46.13
1963,42.027,45.731
1963,42.142,44.598
1963,42.192,44.795
1963,42.198,45.986
1963,42.339,43.476
1963,42.358,45.009
1963,42.408,46.579
1963,42.447,46.446
1963,42.704,45.523
1963,42.856,45.3
1963,43.505,45.463
1963,43.903,45.737
1963,44.025,47.322
1963,44.15,48.409
1963,44.205,46.559
1963,44.614,47.48
1963,45.026,47.322
1963,45.257,49.93
1963,45.287,48.354
1963,45.391,47.728
1963,45.683,49.742
1963,45.88,49.5
1963,46.01,49.753
1963,46.056,47.329
1963,46.122,50.078
1963,46.13,49.204
1963,46.204,53.467
1963,46.28,44.908
1963,46.58,45.248
1963,46.588,45.292
1963,46.747,48.102
1963,46.85,45.861
1963,46.976,49.992
1963,47.03,47.819
1963,47.072,49.518
1963,47.075,49.829
1963,47.108,51.308
1963,47.382,49.13
1963,47.5,45.745
1963,47.596,52.758
1963,47.822,51.551
1963,47.917,50.405
1963,48.044,51.788
1963,48.073,49.278
1963,48.236,51.005
1963,48.274,52.294
1963,48.554,52.017
1963,48.592,53.159
1963,48.706,49.736
1963,48.772,46.318
1963,48.797,51.772
1963,48.961,51.301
1963,49.004,51.544
1963,49.172,51.457
1963,49.245,52.194
1963,49.29,54.322
1963,49.301,53.086
1963,49.394,52.396
1963,49.407,53.608
1963,49.487,52.197
1963,49.584,54.642
1963,49.682,54.128
1963,49.707,55.339
1963,49.933,59.324
1963,49.992,54.083
1963,50.445,56.178
1963,50.588,52.308
1963,50.723,55.909
1963,50.801,55.154
1963,51.078,58.594
1963,51.103,53.325
1963,51.116,55.438
1963,51.192,55.592
1963,51.525,58.574
1963,51.63,56.812
1963,51.656,55.905
1963,51.747,55.442
1963,51.835,56.776
1963,52.175,59.969
1963,52.196,56.925
1963,52.299,56.293
1963,52.396,61.107
1963,52.419,58.112
1963,52.623,59.059
1963,52.639,56.471
1963,53.25,56.538
1963,53.25,58.836
1963,53.39,57.354
1963,53.645,58.699
1963,53.751,61.422
1963,53.825,57.332
1963,53.916,58.492
1963,54.185,63.942
1963,54.259,63.518
1963,54.262,58.293
1963,54.364,60.524
1963,54.438,60.129
1963,54.617,56.191
1963,54.64,60.14
1963,54.941,56.685
1963,54.966,63.709
1963,55.044,56.204
1963,55.071,60.831
1963,55.319,57.736
1963,55.373,59.546
1963,55.432,61.378
1963,55.438,59.297
1963,55.609,59.062
1963,55.653,57.798
1963,55.882,60.948
1963,55.978,60.626
1963,56.023,63.236
1963,56.09,59.795
1963,56.281,59.584
1963,56.859,61.72
1963,56.888,61.473
1963,56.919,60.87
1963,56.99,59.931
1963,57.01,62.544
1963,57.031,60.109
1963,57.233,60.287
1963,57.607,61.624
1963,57.658,71.141
1963,57.698,59.459
1963,57.918,66.384
1963,57.995,56.626
1963,58.029,62.143
1963,58.037,69.211
1963,58.053,60.646
1963,58.066,61.733
1963,58.151,66.875
1963,58.159,61.384
1963,58.173,62.286
1963,58.201,61.275
1963,58.212,66.057
1963,58.397,64.586
1963,58.411,62.693
1963,58.492,63.077
1963,58.507,60.036
1963,58.832,64.14
1963,58.888,62.064
1963,58.919,61.989
1963,58.972,63.245
1963,59.113,63.576
1963,59.128,65.278
1963,59.313,62.036
1963,59.398,62.083
1963,59.451,63.178
1963,59.488,60.101
1963,60.006,65.941
1963,60.021,63.339
1963,60.248,64.213
1963,60.463,65.384
1963,60.531,65.229
1963,60.661,65.845
1963,60.741,66.679
1963,60.863,66.112
1963,60.943,63.945
1963,61.178,68.285
1963,61.254,64.356
1963,61.349,63.155
1963,61.372,68.992
1963,61.404,66.396
1963,61.76,66.04
1963,61.844,65.798
1963,61.904,67.817
1963,62.191,64.91
1963,62.32,66.797
1963,62.798,68.866
1963,63.027,64.433
1963,63.116,69.146
1963,63.287,66.578
1963,63.335,68.926
1963,63.483,66.63
1963,63.535,72.044
1963,63.584,66.809
1963,63.624,72.097
1963,63.832,67.614
1963,63.843,69.73
1963,64.019,68.373
1963,64.048,69.804
1963,64.167,68.897
1963,64.525,69.222
1963,64.558,67.997
1963,64.988,71.936
1963,65.035,71.518
1963,65.155,73.468
1963,65.302,70.565
1963,65.38,69.87
1963,65.4,68.827
1963,65.403,71.522
1963,65.521,72.689
1963,65.727,71.581
1963,65.805,72.616
1963,65.839,71.749
1963,65.924,72.177
1963,66.158,72.547
1963,66.299,72.562
1963,66.33,69.491
1963,66.401,72.654
1963,66.425,73.747
1963,66.461,73.121
1963,66.507,73.232
1963,66.556,72.053
1963,66.605,71.198
1963,66.617,72.586
1963,66.634,73.502
1963,66.671,71.911
1963,66.775,73.579
1963,66.808,73.811
1963,67.091,73.089
1963,67.099,74.115
1963,67.115,72.316
1963,67.2,72.282
1963,67.237,72.725
1963,67.255,73.466
1963,67.347,73.334
1963,67.466,69.508
1963,67.713,73.724
1963,67.898,74.304
1963,68.004,74.288
1963,68.093,73.893
1963,68.19,73.199
1963,68.252,71.434
1963,68.294,72.263
1963,68.303,74.245
1963,68.34,70.011
1963,68.423,74.522
1963,68.516,74.226
1963,68.543,74.92
1963,68.552,72.772
1963,68.678,72.029
1963,68.71,74.758
1963,69.48,77.229
1963,69.494,74.881
1963,69.893,72.397
1963,70.359,75.874
1963,70.409,74.476
1963,70.781,75.491
1963,71.013,75.777
1963,71.349,76.821
1963,71.524,75.609
1964,,
1964,29.74,31.114
1964,30.838,35.688
1964,32.011,35.321
1964,32.101,37.667
1964,32.369,40.208
1964,33.828,35.246
1964,33.944,37.437
1964,34.457,37.294
1964,34.714,36.606
1964,35.539,40.99
1964,35.684,38.228
1964,36.039,38.69
1964,36.124,38.465
1964,36.159,37.238
1964,37.014,40.334
1964,37.21,41.336
1964,37.22,39.633
1964,37.539,39.934
1964,37.793,40.908
1964,38.17,41.863
1964,38.631,41.711
1964,38.796,42.523
1964,38.868,42.608
1964,38.914,40.58
1964,39.067,42.217
1964,39.53,43.885
1964,39.672,40.078
1964,39.833,40.078
1964,39.959,44.708
1964,40.146,42.557
1964,40.211,43.621
1964,40.228,43.09
1964,40.389,41.119
1964,40.694,43.842
1964,40.917,41.572
1964,41.218,44.315
1964,41.503,43.792
1964,41.749,44.797
1964,42.1,44.498
1964,42.187,46.76
1964,42.224,43.357
1964,42.419,44.983
1964,42.471,45.023
1964,42.543,45.338
1964,42.59,46.161
1964,42.717,46.309
1964,42.77,46.622
1964,42.905,45.724
1964,42.932,46.978
1964,43.007,47.11
1964,43.973,45.838
1964,44.467,46.322
1964,44.754,48.332
1964,45.581,48.379
1964,45.641,50.098
1964,45.669,50.436
1964,45.773,48.824
1964,45.965,48.495
1964,46.074,53.479
1964,46.28,48.577
1964,46.355,48.026
1964,46.543,50.464
1964,46.655,49.764
1964,46.658,50.313
1964,46.754,48.145
1964,46.822,45.501
1964,46.857,45.484
1964,46.946,48.53
1964,46.969,45.704
1964,47.059,50.838
1964,47.225,46.271
1964,47.423,50.692
1964,47.431,48.296
1964,47.626,48.827
1964,47.675,50.851
1964,47.719,51.319
1964,47.813,50.513
1964,47.843,49.655
1964,47.983,52.086
1964,48.16,53.343
1964,48.52,46.901
1964,48.522,51.18
1964,48.523,49.778
1964,48.536,51.064
1964,48.588,52.22
1964,48.59,52.556
1964,48.71,52.832
1964,48.944,51.695
1964,48.985,52.726
1964,49.224,53.775
1964,49.459,50.774
1964,49.598,52.178
1964,49.626,52.56
1964,49.673,47.36
1964,49.733,54.804
1964,49.737,53.669
1964,49.818,52.145
1964,49.824,52.817
1964,49.922,52.9
1964,50.018,59.605
1964,50.157,54.337
1964,50.199,52.437
1964,50.376,54.924
1964,50.47,55.953
1964,50.561,54.88
1964,50.926,52.976
1964,50.948,56.788
1964,50.967,55.775
1964,51.355,57.692
1964,51.365,55.761
1964,51.442,59.004
1964,51.478,56.602
1964,51.511,55.922
1964,51.625,53.837
1964,51.889,56.217
1964,51.908,56.312
1964,52.265,57.223
1964,52.282,57.474
1964,52.3,56.06
1964,52.349,59.083
1964,52.464,57.261
1964,52.474,60.072
1964,52.632,56.696
1964,52.642,61.452
1964,53.036,54.213
1964,53.081,56.914
1964,53.11,59.658
1964,53.676,56.96
1964,53.891,58.021
1964,54.004,61.726
1964,54.073,59.139
1964,54.186,60.313
1964,54.377,64.177
1964,54.382,57.97
1964,54.416,59.048
1964,54.918,64.083
1964,55.038,59.319
1964,55.179,60.707
1964,55.297,61.675
1964,55.775,57.276
1964,55.779,61.84
1964,55.809,65.57
1964,55.853,60.028
1964,55.998,57.835
1964,56.027,57.185
1964,56.067,59.938
1964,56.156,61.518
1964,56.313,61.851
1964,56.328,59.834
1964,56.409,59.102
1964,56.441,60.847
1964,56.56,61.849
1964,56.642,64.41
1964,57.024,61.045
1964,57.148,62.019
1964,57.228,60.538
1964,57.385,61.368
1964,57.43,63.169
1964,57.468,70.761
1964,57.513,62.02
1964,57.694,62.231
1964,57.783,60.249
1964,58.26,61.927
1964,58.271,66.185
1964,58.309,61.368
1964,58.454,62.622
1964,58.512,62.265
1964,58.524,64.072
1964,58.546,61.554
1964,58.569,60.234
1964,58.605,62.769
1964,58.617,62.352
1964,58.669,67.364
1964,58.705,64.908
1964,58.719,66.455
1964,58.801,61.513
1964,58.819,65.169
1964,58.984,57.822
1964,59.042,62.208
1964,59.086,63.952
1964,59.128,63.469
1964,59.271,65.52
1964,59.391,63.798
1964,59.429,70.427
1964,59.543,62.311
1964,59.763,63.229
1964,60.105,64.676
1964,60.244,64.075
1964,60.277,66.192
1964,60.35,60.84
1964,60.395,64.46
1964,60.558,63.96
1964,60.956,65.877
1964,61.022,65.78
1964,61.037,68.261
1964,61.049,67.038
1964,61.257,66.579
1964,61.315,64.153
1964,61.522,69.18
1964,61.525,63.045
1964,61.561,67.828
1964,61.681,64.866
1964,61.878,65.922
1964,62.119,67.991
1964,62.219,67.489
1964,62.434,66.726
1964,62.593,68.754
1964,62.855,65.86
1964,63.022,66.639
1964,63.038,67.728
1964,63.467,69.38
1964,63.651,69.36
1964,63.653,65.666
1964,64.138,66.981
1964,64.15,70.145
1964,64.254,72.686
1964,64.281,67.71
1964,64.302,67.767
1964,64.35,72.747
1964,64.351,69.1
1964,64.385,70.345
1964,64.548,68.924
1964,64.812,69.606
1964,64.997,68.412
1964,65.066,70.335
1964,65.109,71.628
1964,65.507,72.442
1964,65.654,72.96
1964,65.748,71.613
1964,65.82,70.636
1964,65.879,73.08
1964,66.034,71.396
1964,66.09,69.688
1964,66.23,74.076
1964,66.235,72.222
1964,66.543,72.873
1964,66.666,73.157
1964,66.731,72.919
1964,66.78,73.194
1964,66.793,73.156
1964,66.82,73.811
1964,66.86,71.952
1964,66.969,73.913
1964,67.003,71.855
1964,67.006,73.565
1964,67.209,74.2
1964,67.26,70.413
1964,67.328,75.013
1964,67.464,73.648
1964,67.481,73.973
1964,67.567,73.168
1964,67.628,72.761
1964,67.656,74.036
1964,67.658,73.352
1964,67.677,69.398
1964,67.68,74.825
1964,67.703,73.785
1964,67.782,73.094
1964,67.832,72.359
1964,67.92,74.068
1964,68.41,74.563
1964,68.412,75.233
1964,68.459,71.315
1964,68.465,72.779
1964,68.487,72.593
1964,68.491,74.315
1964,68.634,75.085
1964,68.675,73.482
1964,68.684,74.63
1964,69.189,75.11
1964,69.224,75.019
1964,69.359,72.952
1964,69.431,75.953
1964,69.557,76.911
1964,69.688,75.935
1964,69.888,72.705
1964,70.094,75.645
1964,70.291,74.797
1964,70.624,76.219
1964,70.865,77.549
1964,71.221,76.076
1964,71.28,76.276
1964,71.615,75.871
1965,,
1965,26.366,32.745
1965,29.857,31.417
1965,32.714,40.615
1965,32.759,36.081
1965,32.767,38.249
1965,34.088,37.351
1965,34.289,35.702
1965,34.929,37.807
1965,35.334,37.236
1965,35.884,41.384
1965,36.17,37.244
1965,36.175,38.733
1965,36.276,38.969
1965,36.531,38.937
1965,37.208,40.554
1965,37.565,40.716
1965,37.582,39.794
1965,37.582,41.587
1965,37.857,40.15
1965,38.884,42.45
1965,39.016,42.076
1965,39.127,46.589
1965,39.27,41.074
1965,39.326,43.007
1965,39.682,42.743
1965,39.708,39.948
1965,39.898,44.329
1965,40.021,43.869
1965,40.087,43.894
1965,40.224,44.77
1965,40.228,43.724
1965,40.261,43.119
1965,40.296,40.519
1965,40.736,43.134
1965,40.897,44.053
1965,41.128,41.68
1965,41.428,41.961
1965,41.493,43.759
1965,41.517,44.627
1965,41.929,45.006
1965,42.164,43.279
1965,42.6,46.337
1965,42.625,47.093
1965,42.638,45.422
1965,42.668,45.087
1965,42.75,45.184
1965,42.962,46.476
1965,43.056,47.226
1965,43.148,45.969
1965,43.194,47.036
1965,43.329,47.343
1965,44.309,46.209
1965,44.933,49.104
1965,45.032,46.923
1965,45.556,44.361
1965,45.597,49.432
1965,45.67,48.564
1965,45.752,50.078
1965,45.89,53.436
1965,45.904,50.923
1965,46.046,47.457
1965,46.049,44.876
1965,46.268,49.462
1965,46.346,45.47
1965,46.44,53.101
1965,46.84,48.872
1965,46.984,49.196
1965,47.05,55.266
1965,47.141,51.114
1965,47.285,49.758
1965,47.311,48.813
1965,47.33,50.949
1965,47.368,50.309
1965,47.381,46.056
1965,47.403,50.106
1965,47.743,48.8
1965,47.772,51.518
1965,47.847,50.357
1965,47.858,45.79
1965,48.19,51.002
1965,48.199,51.317
1965,48.348,52.482
1965,48.621,53.891
1965,48.65,51.735
1965,48.775,53.114
1965,48.98,50.297
1965,49.194,52.106
1965,49.204,53.221
1965,49.206,52.808
1965,49.292,51.959
1965,49.346,51.775
1965,49.388,52.67
1965,49.662,52.404
1965,49.716,53.286
1965,49.899,54.404
1965,50.128,59.735
1965,50.163,55.284
1965,50.192,51.754
1965,50.261,53.303
1965,50.307,48.462
1965,50.408,54.474
1965,50.462,53.304
1965,50.868,55.135
1965,50.917,52.696
1965,51.127,56.125
1965,51.134,56.583
1965,51.472,53.614
1965,51.516,57.318
1965,51.607,56.105
1965,51.835,59.274
1965,51.923,55.914
1965,52.06,54.336
1965,52.123,56.555
1965,52.131,56.894
1965,52.175,57.366
1965,52.19,58.747
1965,52.577,57.072
1965,52.671,57.691
1965,52.704,56.784
1965,52.709,60.295
1965,52.779,57.425
1965,52.804,58.087
1965,53.017,61.913
1965,53.335,60.05
1965,53.537,57.385
1965,53.581,60.234
1965,54.007,63.801
1965,54.036,57.319
1965,54.358,61.942
1965,54.489,59.578
1965,54.524,58.706
1965,54.669,64.494
1965,54.776,59.511
1965,54.841,58.525
1965,55.003,59.817
1965,55.04,61.601
1965,55.69,61.343
1965,55.743,62.045
1965,56.136,60.541
1965,56.147,59.091
1965,56.31,61.996
1965,56.382,57.894
1965,56.609,60.497
1965,56.682,61.463
1965,56.742,62.535
1965,56.845,58.078
1965,56.926,61.524
1965,56.992,66.404
1965,57.032,62.031
1965,57.119,60.59
1965,57.137,62.203
1965,57.358,62.866
1965,57.4,61.483
1965,57.405,62.257
1965,57.427,70.481
1965,57.466,59.251
1965,57.542,65.004
1965,57.826,61.803
1965,57.846,63.853
1965,57.852,61.293
1965,58.254,63.551
1965,58.739,61.328
1965,58.74,61.957
1965,58.749,66.729
1965,58.836,60.566
1965,58.904,61.811
1965,58.977,63.366
1965,58.99,62.327
1965,59.044,61.595
1965,59.094,64.743
1965,59.141,63.529
1965,59.173,62.959
1965,59.184,66.674
1965,59.188,65.851
1965,59.195,65.004
1965,59.275,62.245
1965,59.375,62.587
1965,59.548,65.908
1965,59.602,62.501
1965,59.609,70.539
1965,59.684,63.976
1965,59.779,62.6
1965,59.834,64.224
1965,59.869,58.941
1965,59.907,63.655
1965,60.544,66.437
1965,60.608,64.904
1965,60.688,65.161
1965,60.877,66.068
1965,60.898,64.118
1965,60.977,61.437
1965,61.235,68.493
1965,61.343,64.692
1965,61.371,67.354
1965,61.617,64.467
1965,61.686,69.449
1965,61.693,69.032
1965,61.705,66.262
1965,61.727,66.738
1965,61.878,67.164
1965,62.036,65.216
1965,62.144,66.25
1965,62.172,66.773
1965,62.851,69.109
1965,62.92,65.986
1965,62.939,69.133
1965,63.183,68.445
1965,63.261,67.019
1965,63.618,72.371
1965,63.757,69.292
1965,63.813,68.643
1965,63.825,69.96
1965,63.95,70.425
1965,64.38,67.835
1965,64.405,67.409
1965,64.448,66.059
1965,64.513,70.662
1965,64.675,69.249
1965,64.695,68.205
1965,64.835,70.98
1965,64.919,69.326
1965,64.941,67.768
1965,65.182,72.293
1965,65.2,71.76
1965,65.296,72.857
1965,65.36,73.337
1965,65.375,70.493
1965,65.416,68.816
1965,65.542,70.555
1965,65.602,71.249
1965,65.682,72.536
1965,65.696,69.642
1965,65.782,70.626
1965,65.81,73.745
1965,65.978,69.523
1965,66.284,71.726
1965,66.317,72.362
1965,66.4,72.361
1965,66.428,72.858
1965,66.444,70.457
1965,66.575,73.161
1965,66.575,74.502
1965,66.605,72.991
1965,66.624,73.275
1965,66.698,71.529
1965,66.728,73.178
1965,66.803,73.936
1965,66.931,73.329
1965,66.967,74.036
1965,67.082,73.386
1965,67.097,74.273
1965,67.447,73.05
1965,67.47,74.724
1965,67.561,73.636
1965,67.66,74.242
1965,67.665,73.293
1965,67.679,72.846
1965,67.728,73.361
1965,67.776,74.253
1965,67.806,72.786
1965,67.842,73.972
1965,67.855,74.562
1965,68.155,73.533
1965,68.219,74.501
1965,68.328,74.31
1965,68.362,74.58
1965,68.555,72.942
1965,68.593,74.64
1965,68.766,75.156
1965,69.221,73.746
1965,69.439,73.224
1965,69.482,75.078
1965,69.619,76.309
1965,69.652,76.006
1965,69.697,75.928
1965,69.853,72.87
1965,70.194,74.648
1965,70.724,76.127
1965,70.887,77.769
1965,71.05,76.527
1965,71.139,76.16
1965,71.517,76.265
1965,71.737,76.091
1966,,
1966,22.851,30.192
1966,30.167,31.597
1966,32.993,40.923
1966,33.403,36.718
1966,33.416,39.057
1966,34.202,37.521
1966,34.768,36.226
1966,35.445,38.299
1966,35.99,37.908
1966,36.144,41.656
1966,36.184,37.335
1966,36.581,39.135
1966,36.706,39.103
1966,36.757,39.154
1966,37.139,41.271
1966,37.456,40.849
1966,37.784,39.825
1966,37.924,41.9
1966,38.081,42.323
1966,38.094,40.284
1966,39.382,42.43
1966,39.666,41.605
1966,39.741,40.162
1966,39.971,44.324
1966,40.053,43.505
1966,40.109,43.157
1966,40.359,43.347
1966,40.434,43.584
1966,40.764,40.889
1966,40.902,43.121
1966,40.925,44.008
1966,41.195,45.053
1966,41.345,43.727
1966,41.706,44.86
1966,41.733,42.56
1966,41.775,44.074
1966,41.855,42.289
1966,41.922,45.744
1966,41.936,44.984
1966,42.062,43.042
1966,42.155,44.84
1966,42.402,47.063
1966,42.673,46.914
1966,42.924,45.85
1966,43.131,47.739
1966,43.167,45.572
1966,43.216,45.635
1966,43.357,46.894
1966,43.364,46.186
1966,43.55,47.456
1966,43.622,47.531
1966,44.677,46.544
1966,45.592,48.627
1966,45.615,47.522
1966,45.736,49.972
1966,45.898,44.727
1966,45.936,51.085
1966,46.021,53.533
1966,46.321,50.174
1966,46.561,50.273
1966,46.573,45.467
1966,46.619,49.023
1966,46.856,46.056
1966,46.861,50.168
1966,47.189,48.215
1966,47.608,51.439
1966,47.631,48.68
1966,47.827,50.997
1966,47.833,51.819
1966,47.856,49.81
1966,47.879,46.92
1966,47.936,49.527
1966,48.305,50.473
1966,48.378,52.04
1966,48.535,52.763
1966,48.676,53.382
1966,48.781,51.929
1966,48.824,51.65
1966,49.028,51.618
1966,49.174,54.481
1966,49.434,53.381
1966,49.446,50.847
1966,49.453,47.638
1966,49.481,51.869
1966,49.551,53.097
1966,49.836,53.919
1966,49.886,53.498
1966,50.126,52.774
1966,50.242,55.004
1966,50.262,53.319
1966,50.313,52.71
1966,50.366,53.883
1966,50.391,53.157
1966,50.436,60.163
1966,50.56,55.76
1966,50.567,55.039
1966,50.693,53.653
1966,50.897,52.722
1966,50.966,55.087
1966,51.265,54.105
1966,51.493,56.038
1966,51.612,49.972
1966,51.613,57.114
1966,51.639,55.786
1966,51.732,56.429
1966,51.759,53.012
1966,51.984,57.762
1966,51.991,54.236
1966,52.223,56.864
1966,52.223,59.668
1966,52.562,57.054
1966,52.567,56.411
1966,52.577,54.851
1966,52.706,57.912
1966,52.794,56.861
1966,52.919,57.795
1966,53.016,60.794
1966,53.058,58.078
1966,53.194,61.831
1966,53.298,58.184
1966,53.308,57.709
1966,53.413,58.628
1966,53.414,59.503
1966,53.655,63.732
1966,53.947,57.827
1966,54.005,60.848
1966,54.038,60.762
1966,54.311,57.6
1966,54.512,62.318
1966,54.748,64.898
1966,54.859,59.971
1966,55.215,59.923
1966,55.232,59.004
1966,55.239,59.507
1966,55.88,60.226
1966,56.073,63.108
1966,56.235,61.883
1966,56.238,62.208
1966,56.383,60.932
1966,56.453,59.552
1966,56.49,62.338
1966,56.714,63.451
1966,56.843,58.403
1966,57.069,62.498
1966,57.077,60.99
1966,57.141,61.764
1966,57.253,58.576
1966,57.322,62.425
1966,57.61,62.444
1966,57.752,61.842
1966,57.779,61.94
1966,57.798,70.636
1966,57.835,63.311
1966,57.871,61.244
1966,57.987,59.646
1966,58.011,61.628
1966,58.148,66.396
1966,58.214,62.19
1966,58.287,64.565
1966,58.328,63.846
1966,58.541,61.844
1966,58.673,60.818
1966,58.771,67.173
1966,58.851,60.733
1966,59.066,65.593
1966,59.159,64.597
1966,59.228,62.773
1966,59.326,62.042
1966,59.371,63.519
1966,59.388,66.96
1966,59.453,63.99
1966,59.508,66.389
1966,59.533,64.552
1966,59.627,64.161
1966,59.648,62.91
1966,59.754,67.944
1966,59.831,65.981
1966,59.903,64.097
1966,60.024,70.717
1966,60.031,62.924
1966,60.085,62.847
1966,60.217,63.133
1966,60.394,64.931
1966,60.461,66.781
1966,60.604,63.513
1966,60.679,66.073
1966,60.692,60.114
1966,60.734,63.247
1966,60.822,65.928
1966,60.874,66.717
1966,61.028,65.666
1966,61.525,68.761
1966,61.552,65.303
1966,61.676,67.653
1966,61.752,64.959
1966,61.789,68.224
1966,61.798,62.141
1966,61.88,64.774
1966,61.993,67.128
1966,62.194,65.417
1966,62.307,65.401
1966,62.325,66.511
1966,62.329,69.901
1966,62.374,68.757
1966,62.432,66.439
1966,62.495,67.773
1966,62.898,69.132
1966,63.009,67.719
1966,63.449,72.576
1966,63.812,67.856
1966,64.077,68.7
1966,64.113,69.357
1966,64.241,70.617
1966,64.47,70.768
1966,64.517,67.879
1966,64.6,66.115
1966,64.665,67.909
1966,64.863,69.651
1966,64.897,70.842
1966,65.077,68.619
1966,65.139,71.253
1966,65.25,72.585
1966,65.298,69.8
1966,65.307,71.912
1966,65.654,73.618
1966,65.73,70.53
1966,65.738,73.712
1966,65.901,72.614
1966,65.931,69.226
1966,65.961,73.176
1966,66.362,71.472
1966,66.489,73.135
1966,66.526,72.686
1966,66.569,72.385
1966,66.596,73.148
1966,66.626,74.42
1966,66.669,73.392
1966,66.691,73.966
1966,66.706,69.863
1966,66.725,72.859
1966,66.775,72.26
1966,66.838,73.338
1966,66.864,74.079
1966,66.868,73.442
1966,67.004,70.886
1966,67.148,73.727
1966,67.15,73.618
1966,67.195,70.146
1966,67.306,74.405
1966,67.398,71.82
1966,67.489,72.218
1966,67.575,74.068
1966,67.662,74.114
1966,67.668,73.666
1966,67.715,73.173
1966,67.725,71.357
1966,67.725,73.458
1966,67.821,75.18
1966,67.905,74.907
1966,67.994,74.213
1966,68.072,74.322
1966,68.095,72.445
1966,68.151,73.813
1966,68.282,74.501
1966,68.448,73.65
1966,68.46,73.743
1966,68.58,74.643
1966,68.775,75.39
1966,69.111,75.035
1966,69.343,73.153
1966,69.401,74.222
1966,69.465,75.803
1966,69.569,75.258
1966,69.694,75.98
1966,69.808,73.104
1966,70.214,74.79
1966,70.269,76.168
1966,70.337,75.923
1966,70.751,76.221
1966,71.052,76.139
1966,71.414,76.71
1966,71.734,77.09
1966,71.84,76.459
1967,,
1967,23.172,30.425
1967,30.485,31.964
1967,33.283,41.259
1967,34.127,39.891
1967,34.139,37.445
1967,34.352,37.429
1967,35.225,36.711
1967,35.94,39.309
1967,36.042,38.831
1967,36.221,37.343
1967,36.466,42.019
1967,36.656,38.619
1967,36.829,39.455
1967,37.111,39.551
1967,37.182,39.696
1967,37.216,40.158
1967,37.46,41.605
1967,37.877,41.101
1967,38.072,42.177
1967,39.732,42.807
1967,39.895,40.252
1967,40.055,42.027
1967,40.16,43.156
1967,40.499,44.99
1967,40.524,44.798
1967,40.768,44.032
1967,40.78,44.286
