continent,Year,GDP per capita
AMERICA,2011,49675
AMERICA,2012,1674
AMERICA,2012,4376
AMERICA,2012,4518
AMERICA,2012,5511
AMERICA,2012,6714
AMERICA,2012,7053
AMERICA,2012,7138
AMERICA,2012,7193
AMERICA,2012,7726
AMERICA,2012,8823
AMERICA,2012,10067
AMERICA,2012,10398
AMERICA,2012,10533
AMERICA,2012,11848
AMERICA,2012,11860
AMERICA,2012,12123
AMERICA,2012,12792
AMERICA,2012,14985
AMERICA,2012,15639
AMERICA,2012,17876
AMERICA,2012,18051
AMERICA,2012,18549
AMERICA,2012,19599
AMERICA,2012,20531
AMERICA,2012,30157
AMERICA,2012,34395
AMERICA,2012,42445
AMERICA,2012,50394
AMERICA,2013,1722
AMERICA,2013,4527
AMERICA,2013,4561
AMERICA,2013,5789
AMERICA,2013,6829
AMERICA,2013,7017
AMERICA,2013,7379
AMERICA,2013,7845
AMERICA,2013,8102
AMERICA,2013,9145
AMERICA,2013,10037
AMERICA,2013,10760
AMERICA,2013,11034
AMERICA,2013,11809
AMERICA,2013,12251
AMERICA,2013,12568
AMERICA,2013,12916
AMERICA,2013,15306
AMERICA,2013,15680
AMERICA,2013,18589
AMERICA,2013,18979
AMERICA,2013,19873
AMERICA,2013,21135
AMERICA,2013,21429
AMERICA,2013,30987
AMERICA,2013,34736
AMERICA,2013,42994
AMERICA,2013,50863
AMERICA,2014,1749
AMERICA,2014,4620
AMERICA,2014,4685
AMERICA,2014,6007
AMERICA,2014,6981
AMERICA,2014,7005
AMERICA,2014,7628
AMERICA,2014,7935
AMERICA,2014,8382
AMERICA,2014,9507
AMERICA,2014,10035
AMERICA,2014,11036
AMERICA,2014,11186
AMERICA,2014,11780
AMERICA,2014,12972
AMERICA,2014,13017
AMERICA,2014,13222
AMERICA,2014,15258
AMERICA,2014,15856
AMERICA,2014,19160
AMERICA,2014,19183
AMERICA,2014,19855
AMERICA,2014,20317
AMERICA,2014,21335
AMERICA,2014,30842
AMERICA,2014,34787
AMERICA,2014,43607
AMERICA,2014,51664
AMERICA,2015,1742
AMERICA,2015,4706
AMERICA,2015,4866
AMERICA,2015,6200
AMERICA,2015,7024
AMERICA,2015,7138
AMERICA,2015,7889
AMERICA,2015,8109
AMERICA,2015,8539
AMERICA,2015,9319
AMERICA,2015,10185
AMERICA,2015,10905
AMERICA,2015,11445
AMERICA,2015,11849
AMERICA,2015,13218
AMERICA,2015,13677
AMERICA,2015,13762
AMERICA,2015,15826
AMERICA,2015,16096
AMERICA,2015,18802
AMERICA,2015,19244
AMERICA,2015,19502
AMERICA,2015,20723
AMERICA,2015,21589
AMERICA,2015,30702
AMERICA,2015,35384
AMERICA,2015,43619
AMERICA,2015,52591
AMERICA,2016,1728
AMERICA,2016,4796
AMERICA,2016,5045
AMERICA,2016,6355
AMERICA,2016,7084
AMERICA,2016,7221
AMERICA,2016,8000
AMERICA,2016,8280
AMERICA,2016,8786
AMERICA,2016,9550
AMERICA,2016,10233
AMERICA,2016,10527
AMERICA,2016,11776
AMERICA,2016,12003
AMERICA,2016,13326
AMERICA,2016,13873
AMERICA,2016,14098
AMERICA,2016,14489
AMERICA,2016,15219
AMERICA,2016,16133
AMERICA,2016,18875
AMERICA,2016,19468
AMERICA,2016,21449
AMERICA,2016,21696
AMERICA,2016,29178
AMERICA,2016,35082
AMERICA,2016,43745
AMERICA,2016,53015
AMERICA,2017,1725.6064
AMERICA,2017,4941.2993
AMERICA,2017,5213.989
AMERICA,2017,6521.3696
AMERICA,2017,7135.1797
AMERICA,2017,7308.2695
AMERICA,2017,8141.7437
AMERICA,2017,8428.031
AMERICA,2017,8842.022
AMERICA,2017,9113.788
AMERICA,2017,10440.011
AMERICA,2017,10637.277
AMERICA,2017,11952.525
AMERICA,2017,12061.097
AMERICA,2017,12879.135
AMERICA,2017,13358.032
AMERICA,2017,13951.6
AMERICA,2017,14470.777
AMERICA,2017,15018.936
AMERICA,2017,16308.641
AMERICA,2017,19200.906
AMERICA,2017,19918.137
AMERICA,2017,21650.393
AMERICA,2017,22206.99
AMERICA,2017,28556.541
AMERICA,2017,35439.203
AMERICA,2017,44591.64
AMERICA,2017,54007.77
AMERICA,2018,1729.0432
AMERICA,2018,4952.477
AMERICA,2018,5041.6353
AMERICA,2018,6695.7744
AMERICA,2018,7272.9805
AMERICA,2018,7402.1147
AMERICA,2018,8325.631
AMERICA,2018,8598.198
AMERICA,2018,9021.174
AMERICA,2018,9338.948
AMERICA,2018,10475.369
AMERICA,2018,10638.825
AMERICA,2018,10709.95
AMERICA,2018,11995.187
AMERICA,2018,12310.085
AMERICA,2018,13545.05
AMERICA,2018,14033.565
AMERICA,2018,14686.254
AMERICA,2018,15912.399
AMERICA,2018,16494.078
AMERICA,2018,18556.383
AMERICA,2018,20185.836
AMERICA,2018,22104.766
AMERICA,2018,22637.148
AMERICA,2018,28549.408
AMERICA,2018,35076.293
AMERICA,2018,44868.742
AMERICA,2018,55334.74
ASIA,,
ASIA,1950,631
ASIA,1950,677
ASIA,1950,697
ASIA,1950,768
ASIA,1950,799
ASIA,1950,802
ASIA,1950,861
ASIA,1950,987
ASIA,1950,993
ASIA,1950,998.0888
ASIA,1950,1025
ASIA,1950,1049
ASIA,1950,1156
ASIA,1950,1280
ASIA,1950,1302
ASIA,1950,1452
ASIA,1950,1460
ASIA,1950,1549
ASIA,1950,1706
ASIA,1950,1997
ASIA,1950,2079
ASIA,1950,2174
ASIA,1950,2485
ASIA,1950,2651
ASIA,1950,2742
ASIA,1950,2885
ASIA,1950,3062
ASIA,1950,3354
ASIA,1950,3556
ASIA,1950,3572
ASIA,1950,3838
ASIA,1950,3872
ASIA,1950,4082
ASIA,1950,4490
ASIA,1950,25182
ASIA,1950,46031
ASIA,1950,48436
ASIA,1951,697
ASIA,1951,706
ASIA,1951,711
ASIA,1951,775
ASIA,1951,816
ASIA,1951,862
ASIA,1951,950
ASIA,1951,969
ASIA,1951,990.77
ASIA,1951,993
ASIA,1951,1036
ASIA,1951,1078
ASIA,1951,1170
ASIA,1951,1353
ASIA,1951,1356
ASIA,1951,1463
ASIA,1951,1513
ASIA,1951,1608
ASIA,1951,1835
ASIA,1951,2061
ASIA,1951,2295
ASIA,1951,2299
ASIA,1951,2303
ASIA,1951,2668
ASIA,1951,2702
ASIA,1951,2782
ASIA,1951,3368
ASIA,1951,3389
ASIA,1951,3483
ASIA,1951,3609
ASIA,1951,3688
ASIA,1951,3784
ASIA,1951,5035
ASIA,1951,5150
ASIA,1951,26634
ASIA,1951,47464
ASIA,1951,48653
ASIA,1952,714
ASIA,1952,716
ASIA,1952,719
ASIA,1952,803
ASIA,1952,835
ASIA,1952,874
ASIA,1952,950
ASIA,1952,1003
ASIA,1952,1038.041
ASIA,1952,1047
ASIA,1952,1079
ASIA,1952,1106
ASIA,1952,1189
ASIA,1952,1385
ASIA,1952,1401
ASIA,1952,1473
ASIA,1952,1639
ASIA,1952,1669
ASIA,1952,1890
ASIA,1952,2093
ASIA,1952,2342
ASIA,1952,2345
ASIA,1952,2482
ASIA,1952,2522
ASIA,1952,2597
ASIA,1952,2751
ASIA,1952,3017
ASIA,1952,3614
ASIA,1952,3724
ASIA,1952,3846
ASIA,1952,3937
ASIA,1952,4441
ASIA,1952,4828
ASIA,1952,5327
ASIA,1952,27490
ASIA,1952,47856
ASIA,1952,47990
ASIA,1953,722
ASIA,1953,724
ASIA,1953,741
ASIA,1953,792
ASIA,1953,872
ASIA,1953,877
ASIA,1953,1015
ASIA,1953,1047
ASIA,1953,1127
ASIA,1953,1135
ASIA,1953,1157
ASIA,1953,1240
ASIA,1953,1316.691
ASIA,1953,1451
ASIA,1953,1482
ASIA,1953,1490
ASIA,1953,1728
ASIA,1953,1733
ASIA,1953,1999
ASIA,1953,2071
ASIA,1953,2295
ASIA,1953,2531
ASIA,1953,2745
ASIA,1953,2794
ASIA,1953,2801
ASIA,1953,3274
ASIA,1953,3394
ASIA,1953,3747
ASIA,1953,3944
ASIA,1953,3982
ASIA,1953,4246
ASIA,1953,4638
ASIA,1953,4916
ASIA,1953,5968
ASIA,1953,29358
ASIA,1953,49284
ASIA,1953,49989
ASIA,1954,668
ASIA,1954,730
ASIA,1954,764
ASIA,1954,864
ASIA,1954,872
ASIA,1954,886
ASIA,1954,1014
ASIA,1954,1049
ASIA,1954,1071
ASIA,1954,1167
ASIA,1954,1173
ASIA,1954,1245
ASIA,1954,1372.6798
ASIA,1954,1431
ASIA,1954,1492
ASIA,1954,1517
ASIA,1954,1801
ASIA,1954,1825
ASIA,1954,2066
ASIA,1954,2085
ASIA,1954,2375
ASIA,1954,2464
ASIA,1954,2609
ASIA,1954,2848
ASIA,1954,3202
ASIA,1954,3287
ASIA,1954,3883
ASIA,1954,3926
ASIA,1954,4116
ASIA,1954,4124
ASIA,1954,4642
ASIA,1954,5378
ASIA,1954,5504
ASIA,1954,6668
ASIA,1954,31695
ASIA,1954,51490
ASIA,1954,52920
ASIA,1955,738
ASIA,1955,744
ASIA,1955,786
ASIA,1955,810
ASIA,1955,826
ASIA,1955,894
ASIA,1955,1012
ASIA,1955,1078
ASIA,1955,1119
ASIA,1955,1195
ASIA,1955,1221
ASIA,1955,1246
ASIA,1955,1411.3336
ASIA,1955,1502
ASIA,1955,1506
ASIA,1955,1537
ASIA,1955,1867
ASIA,1955,1895
ASIA,1955,2131
ASIA,1955,2165
ASIA,1955,2327
ASIA,1955,2397
ASIA,1955,2590
ASIA,1955,2754
ASIA,1955,2946
ASIA,1955,3360
ASIA,1955,3663
ASIA,1955,4014
ASIA,1955,4280
ASIA,1955,4417
ASIA,1955,4658
ASIA,1955,4844
ASIA,1955,5899
ASIA,1955,7010
ASIA,1955,31374
ASIA,1955,49632
ASIA,1955,51417
ASIA,1956,744
ASIA,1956,781
ASIA,1956,810
ASIA,1956,878
ASIA,1956,912
ASIA,1956,925
ASIA,1956,1017
ASIA,1956,1117
ASIA,1956,1189
ASIA,1956,1218
ASIA,1956,1274
ASIA,1956,1278
ASIA,1956,1381.9828
ASIA,1956,1482
ASIA,1956,1508
ASIA,1956,1533
ASIA,1956,1926
ASIA,1956,1930
ASIA,1956,2091
ASIA,1956,2248
ASIA,1956,2399
ASIA,1956,2541
ASIA,1956,2777
ASIA,1956,3241
ASIA,1956,3410
ASIA,1956,3688
ASIA,1956,3808
ASIA,1956,4141
ASIA,1956,4450
ASIA,1956,4699
ASIA,1956,4901
ASIA,1956,5592
ASIA,1956,6153
ASIA,1956,6663
ASIA,1956,32481
ASIA,1956,50628
ASIA,1956,52404
ASIA,1957,751
ASIA,1957,813
ASIA,1957,835
ASIA,1957,845
ASIA,1957,915
ASIA,1957,947
ASIA,1957,1036
ASIA,1957,1084
ASIA,1957,1195
ASIA,1957,1235
ASIA,1957,1253
ASIA,1957,1325
ASIA,1957,1451
ASIA,1957,1466.7677
ASIA,1957,1516
ASIA,1957,1613
ASIA,1957,1997
ASIA,1957,2000
ASIA,1957,2067
ASIA,1957,2299
ASIA,1957,2319
ASIA,1957,2817
ASIA,1957,2874
ASIA,1957,2920
ASIA,1957,3354
ASIA,1957,3666
ASIA,1957,3848
ASIA,1957,4262
ASIA,1957,4626
ASIA,1957,4972
ASIA,1957,4999
ASIA,1957,5781
ASIA,1957,6363
ASIA,1957,6599
ASIA,1957,32329
ASIA,1957,49973
ASIA,1957,50126
ASIA,1958,759
ASIA,1958,778
ASIA,1958,813
ASIA,1958,859
ASIA,1958,956
ASIA,1958,969
ASIA,1958,1025
ASIA,1958,1141
ASIA,1958,1173
ASIA,1958,1251
ASIA,1958,1298
ASIA,1958,1380
ASIA,1958,1457
ASIA,1958,1517.8839
ASIA,1958,1522
ASIA,1958,1530
ASIA,1958,2048
ASIA,1958,2056
ASIA,1958,2074
ASIA,1958,2252
ASIA,1958,2308
ASIA,1958,2880
ASIA,1958,2973
ASIA,1958,3057
ASIA,1958,3539
ASIA,1958,3660
ASIA,1958,3974
ASIA,1958,4366
ASIA,1958,4799
ASIA,1958,4844
ASIA,1958,5107
ASIA,1958,5243
ASIA,1958,5510
ASIA,1958,6550
ASIA,1958,32473
ASIA,1958,47671
ASIA,1958,50042
ASIA,1959,765
ASIA,1959,838
ASIA,1959,885
ASIA,1959,971
ASIA,1959,1009
ASIA,1959,1036
ASIA,1959,1117
ASIA,1959,1143
ASIA,1959,1262
ASIA,1959,1307
ASIA,1959,1435
ASIA,1959,1529
ASIA,1959,1555.7272
ASIA,1959,1570
ASIA,1959,1581
ASIA,1959,2048
ASIA,1959,2118
ASIA,1959,2146
ASIA,1959,2338
ASIA,1959,2393
ASIA,1959,3030
ASIA,1959,3226
ASIA,1959,3239
ASIA,1959,3645
ASIA,1959,3814
ASIA,1959,4022
ASIA,1959,4457
ASIA,1959,4881
ASIA,1959,4957
ASIA,1959,5512
ASIA,1959,5665
ASIA,1959,5818
ASIA,1959,7175
ASIA,1959,34153
ASIA,1959,47131
ASIA,1959,52436
ASIA,1960,771
ASIA,1960,869
ASIA,1960,899
ASIA,1960,912
ASIA,1960,980
ASIA,1960,1031
ASIA,1960,1057
ASIA,1960,1070
ASIA,1960,1200
ASIA,1960,1274
ASIA,1960,1326
ASIA,1960,1490
ASIA,1960,1537
ASIA,1960,1547.6918
ASIA,1960,1613
ASIA,1960,1718
ASIA,1960,2064
ASIA,1960,2157
ASIA,1960,2248
ASIA,1960,2353
ASIA,1960,2439
ASIA,1960,3041
ASIA,1960,3437
ASIA,1960,3464
ASIA,1960,3496
ASIA,1960,3714
ASIA,1960,4360
ASIA,1960,4532
ASIA,1960,4819
ASIA,1960,5088
ASIA,1960,5812
ASIA,1960,5928
ASIA,1960,6354
ASIA,1960,7433
ASIA,1960,35758
ASIA,1960,45929
ASIA,1960,52299
ASIA,1961,779
ASIA,1961,874
ASIA,1961,899
ASIA,1961,904
ASIA,1961,939
ASIA,1961,990
ASIA,1961,1031
ASIA,1961,1066
ASIA,1961,1208
ASIA,1961,1294
ASIA,1961,1309
ASIA,1961,1471
ASIA,1961,1545
ASIA,1961,1605.8468
ASIA,1961,1690
ASIA,1961,1753
ASIA,1961,2050
ASIA,1961,2228
ASIA,1961,2287
ASIA,1961,2410
ASIA,1961,2538
ASIA,1961,3022
ASIA,1961,3622
ASIA,1961,3623
ASIA,1961,3845
ASIA,1961,4280
ASIA,1961,4594
ASIA,1961,4720
ASIA,1961,5050
ASIA,1961,5169
ASIA,1961,6027
ASIA,1961,6481
ASIA,1961,7055
ASIA,1961,7964
ASIA,1961,36949
ASIA,1961,41622
ASIA,1961,48516
ASIA,1962,787
ASIA,1962,877
ASIA,1962,926
ASIA,1962,966
ASIA,1962,998
ASIA,1962,1084
ASIA,1962,1114
ASIA,1962,1208
ASIA,1962,1302
ASIA,1962,1411
ASIA,1962,1554
ASIA,1962,1620.4902
ASIA,1962,1653
ASIA,1962,1728
ASIA,1962,1831
ASIA,1962,2067
ASIA,1962,2326
ASIA,1962,2381
ASIA,1962,2450
ASIA,1962,2609
ASIA,1962,3142
ASIA,1962,3586
ASIA,1962,3775
ASIA,1962,4176
ASIA,1962,4211
ASIA,1962,4672
ASIA,1962,4809
ASIA,1962,5780
ASIA,1962,6051
ASIA,1962,6089
ASIA,1962,7085
ASIA,1962,7614
ASIA,1962,8396
ASIA,1962,38654
ASIA,1962,42150
ASIA,1962,46304
ASIA,1963,794
ASIA,1963,947
ASIA,1963,977
ASIA,1963,996
ASIA,1963,1006
ASIA,1963,1034
ASIA,1963,1135
ASIA,1963,1152
ASIA,1963,1242
ASIA,1963,1298
ASIA,1963,1406
ASIA,1963,1557
ASIA,1963,1568
ASIA,1963,1720.8241
ASIA,1963,1758
ASIA,1963,1921
ASIA,1963,2058
ASIA,1963,2463
ASIA,1963,2479
ASIA,1963,2542
ASIA,1963,2660
ASIA,1963,3374
ASIA,1963,3867
ASIA,1963,4049
ASIA,1963,4222
ASIA,1963,4423
ASIA,1963,4578
ASIA,1963,4772
ASIA,1963,5855
ASIA,1963,5973
ASIA,1963,6381
ASIA,1963,7516
ASIA,1963,8176
ASIA,1963,8915
ASIA,1963,39889
ASIA,1963,40377
ASIA,1963,44912
ASIA,1964,802
ASIA,1964,939
ASIA,1964,976
ASIA,1964,1012
ASIA,1964,1027
ASIA,1964,1074
ASIA,1964,1152
ASIA,1964,1208
ASIA,1964,1291
ASIA,1964,1309
ASIA,1964,1427
ASIA,1964,1576
ASIA,1964,1583
ASIA,1964,1714
ASIA,1964,1834.9778
ASIA,1964,1991
ASIA,1964,2104
ASIA,1964,2550
ASIA,1964,2585
ASIA,1964,2676
ASIA,1964,2754
ASIA,1964,3453
ASIA,1964,3800
ASIA,1964,3971
ASIA,1964,4026
ASIA,1964,4752
ASIA,1964,4898
ASIA,1964,4965
ASIA,1964,5797
ASIA,1964,6156
ASIA,1964,6664
ASIA,1964,7978
ASIA,1964,9035
ASIA,1964,9430
ASIA,1964,40333
ASIA,1964,40927
ASIA,1964,42186
ASIA,1965,810
ASIA,1965,969
ASIA,1965,983
ASIA,1965,1019
ASIA,1965,1057
ASIA,1965,1095
ASIA,1965,1229
ASIA,1965,1253
ASIA,1965,1290
ASIA,1965,1398
ASIA,1965,1567
ASIA,1965,1588
ASIA,1965,1678
ASIA,1965,1917.4283
ASIA,1965,2085
ASIA,1965,2118
ASIA,1965,2603
ASIA,1965,2703
ASIA,1965,2876
ASIA,1965,2885
ASIA,1965,3481
ASIA,1965,3991
ASIA,1965,4388
ASIA,1965,4825
ASIA,1965,5058
ASIA,1965,5074
ASIA,1965,5241
ASIA,1965,5598
ASIA,1965,6572
ASIA,1965,7414
ASIA,1965,8717
ASIA,1965,9459
ASIA,1965,9997
ASIA,1965,37511
ASIA,1965,41101
ASIA,1965,41705
ASIA,1966,818
ASIA,1966,925
ASIA,1966,963
ASIA,1966,1071
ASIA,1966,1087
ASIA,1966,1116
ASIA,1966,1215
ASIA,1966,1261
ASIA,1966,1272
ASIA,1966,1294
ASIA,1966,1369
ASIA,1966,1535
ASIA,1966,1605
ASIA,1966,1722
ASIA,1966,2047
ASIA,1966,2093.888
ASIA,1966,2251
ASIA,1966,2636
ASIA,1966,2917
ASIA,1966,2942
ASIA,1966,3054
ASIA,1966,3824
ASIA,1966,4317
ASIA,1966,4686
ASIA,1966,5000
ASIA,1966,5004
ASIA,1966,5083
ASIA,1966,5233
ASIA,1966,5338
ASIA,1966,6811
ASIA,1966,7412
ASIA,1966,9726
ASIA,1966,9867
ASIA,1966,10370
ASIA,1966,38335
ASIA,1966,42213
ASIA,1966,50660
ASIA,1967,826
ASIA,1967,921
ASIA,1967,934
ASIA,1967,1034
ASIA,1967,1122
ASIA,1967,1143
ASIA,1967,1165
ASIA,1967,1237
ASIA,1967,1277
ASIA,1967,1286
ASIA,1967,1307
ASIA,1967,1470
ASIA,1967,1624
ASIA,1967,2181
ASIA,1967,2232.0535
ASIA,1967,2369
ASIA,1967,2694
ASIA,1967,2788
ASIA,1967,2852
ASIA,1967,2917
ASIA,1967,3300
ASIA,1967,3929
ASIA,1967,4741
ASIA,1967,4876
ASIA,1967,5043
ASIA,1967,5062
ASIA,1967,5246
ASIA,1967,5423
ASIA,1967,5732
ASIA,1967,6295
ASIA,1967,7474
ASIA,1967,9918
ASIA,1967,10302
ASIA,1967,11400
ASIA,1967,35720
ASIA,1967,42416
ASIA,1967,55566
ASIA,1968,834
ASIA,1968,976
ASIA,1968,987
ASIA,1968,1023
ASIA,1968,1114
ASIA,1968,1154
ASIA,1968,1164
ASIA,1968,1178
ASIA,1968,1290
ASIA,1968,1361
ASIA,1968,1580
ASIA,1968,1639
ASIA,1968,2291
ASIA,1968,2468.4836
ASIA,1968,2488
ASIA,1968,2636
ASIA,1968,2745
ASIA,1968,3096
ASIA,1968,3484
ASIA,1968,4122
ASIA,1968,4262
ASIA,1968,4932
ASIA,1968,5270
ASIA,1968,5294
ASIA,1968,5611
ASIA,1968,5659
ASIA,1968,5745
ASIA,1968,5947
ASIA,1968,6876
ASIA,1968,7696
ASIA,1968,10916
ASIA,1968,11210
ASIA,1968,12725
ASIA,1968,35546
ASIA,1968,42040
ASIA,1968,58010
ASIA,1969,842
ASIA,1969,980
ASIA,1969,998
ASIA,1969,1049
ASIA,1969,1151
ASIA,1969,1178
ASIA,1969,1189
ASIA,1969,1264
ASIA,1969,1278
ASIA,1969,1347
ASIA,1969,1411
ASIA,1969,1658
ASIA,1969,1739
ASIA,1969,2329
ASIA,1969,2608
ASIA,1969,2764.1533
ASIA,1969,2789
ASIA,1969,2791
ASIA,1969,3196
ASIA,1969,3720
ASIA,1969,4267
ASIA,1969,4420
ASIA,1969,5745
ASIA,1969,5812
ASIA,1969,5931
ASIA,1969,6028
ASIA,1969,6059
ASIA,1969,6212
ASIA,1969,6446
ASIA,1969,6824
ASIA,1969,8534
ASIA,1969,11429
ASIA,1969,12310
ASIA,1969,14145
ASIA,1969,33415
ASIA,1969,40639
ASIA,1969,56236
ASIA,1970,850
ASIA,1970,1004
ASIA,1970,1023
ASIA,1970,1031
ASIA,1970,1055
ASIA,1970,1172
ASIA,1970,1226
ASIA,1970,1272
ASIA,1970,1384
ASIA,1970,1398
ASIA,1970,1517
ASIA,1970,1882
ASIA,1970,1961
ASIA,1970,2389
ASIA,1970,2700
ASIA,1970,2812
ASIA,1970,2974.8074
ASIA,1970,3008
ASIA,1970,3314
ASIA,1970,3818
ASIA,1970,4044
ASIA,1970,4398
ASIA,1970,5536
ASIA,1970,5643
ASIA,1970,6038
ASIA,1970,6056
ASIA,1970,6590
ASIA,1970,6650
ASIA,1970,6677
ASIA,1970,7084
ASIA,1970,9250
ASIA,1970,12153
ASIA,1970,12913
ASIA,1970,15484
ASIA,1970,39135
ASIA,1970,48927
ASIA,1970,51921
ASIA,1971,875
ASIA,1971,934
ASIA,1971,980
ASIA,1971,1022
ASIA,1971,1036
ASIA,1971,1202
ASIA,1971,1237
ASIA,1971,1246
ASIA,1971,1364
ASIA,1971,1446
ASIA,1971,1484
ASIA,1971,1946
ASIA,1971,2254
ASIA,1971,2322
ASIA,1971,2750
ASIA,1971,2882
ASIA,1971,3221.6746
ASIA,1971,3338
ASIA,1971,3475
ASIA,1971,3771
ASIA,1971,4470
ASIA,1971,4715
ASIA,1971,5686
ASIA,1971,5923
ASIA,1971,5992
ASIA,1971,6349
ASIA,1971,7296
ASIA,1971,7318
ASIA,1971,7382
ASIA,1971,7533
ASIA,1971,9787
ASIA,1971,13509
ASIA,1971,13885
ASIA,1971,16004
ASIA,1971,39540
ASIA,1971,49302
ASIA,1971,59731
ASIA,1972,807
ASIA,1972,886
ASIA,1972,920
ASIA,1972,1007
ASIA,1972,1023
ASIA,1972,1034
ASIA,1972,1256
ASIA,1972,1278
ASIA,1972,1329
ASIA,1972,1431
ASIA,1972,1455
ASIA,1972,2117
ASIA,1972,2327
ASIA,1972,2383
ASIA,1972,2786
ASIA,1972,2954
ASIA,1972,3387.8904
ASIA,1972,3649
ASIA,1972,3754
ASIA,1972,3797
ASIA,1972,4929
ASIA,1972,4962
ASIA,1972,5297
ASIA,1972,6271
ASIA,1972,6692
ASIA,1972,7243
ASIA,1972,7809
ASIA,1972,8155
ASIA,1972,8228
ASIA,1972,8247
ASIA,1972,10632
ASIA,1972,15108
ASIA,1972,15138
ASIA,1972,17110
ASIA,1972,39540
ASIA,1972,48283
ASIA,1972,62416
ASIA,1973,792
ASIA,1973,944
ASIA,1973,1001
ASIA,1973,1009
ASIA,1973,1011
ASIA,1973,1239
ASIA,1973,1328
ASIA,1973,1333
ASIA,1973,1360
ASIA,1973,1513
ASIA,1973,1521
ASIA,1973,2375
ASIA,1973,2378
ASIA,1973,2614
ASIA,1973,2987
ASIA,1973,3131
ASIA,1973,3537
ASIA,1973,3806
ASIA,1973,3822.046
ASIA,1973,4081
ASIA,1973,5050
ASIA,1973,5227
ASIA,1973,5496
ASIA,1973,5941
ASIA,1973,5982
ASIA,1973,6403
ASIA,1973,6527
ASIA,1973,6975
ASIA,1973,7068
ASIA,1973,7693
ASIA,1973,7913
ASIA,1973,8125
ASIA,1973,8397
ASIA,1973,8706
ASIA,1973,8894
ASIA,1973,9456
ASIA,1973,9806
ASIA,1973,11717
ASIA,1973,12154
ASIA,1973,15374
ASIA,1973,17598
ASIA,1973,18226
ASIA,1973,39669
ASIA,1973,42542
ASIA,1973,68407
ASIA,1974,872
ASIA,1974,958
ASIA,1974,1033
ASIA,1974,1039
ASIA,1974,1049
ASIA,1974,1052
ASIA,1974,1248
ASIA,1974,1342
ASIA,1974,1344
ASIA,1974,1519
ASIA,1974,1533
ASIA,1974,2418
ASIA,1974,2439
ASIA,1974,2703
ASIA,1974,3045
ASIA,1974,3154
ASIA,1974,3995
ASIA,1974,4112.601
ASIA,1974,4159
ASIA,1974,4285
ASIA,1974,5353
ASIA,1974,5455
ASIA,1974,5644
ASIA,1974,6097
ASIA,1974,6503
ASIA,1974,7291
ASIA,1974,7685
ASIA,1974,8383
ASIA,1974,9210
ASIA,1974,9314
ASIA,1974,11719
ASIA,1974,15980
ASIA,1974,17765
ASIA,1974,19659
ASIA,1974,34962
ASIA,1974,45347
ASIA,1974,57594
ASIA,1975,843
ASIA,1975,925
ASIA,1975,999
ASIA,1975,1047
ASIA,1975,1057
ASIA,1975,1074
ASIA,1975,1132
ASIA,1975,1387
ASIA,1975,1430
ASIA,1975,1559
ASIA,1975,1594
ASIA,1975,2386
ASIA,1975,2434
ASIA,1975,2844
ASIA,1975,3123
ASIA,1975,3241
ASIA,1975,4085
ASIA,1975,4117
ASIA,1975,4221
ASIA,1975,4362.007
ASIA,1975,5528
ASIA,1975,5614
ASIA,1975,5719
ASIA,1975,5742
ASIA,1975,6252
ASIA,1975,6802
ASIA,1975,6878
ASIA,1975,8878
ASIA,1975,9377
ASIA,1975,9602
ASIA,1975,11456
ASIA,1975,16176
ASIA,1975,18082
ASIA,1975,18788
ASIA,1975,28950
ASIA,1975,40591
ASIA,1975,54866
ASIA,1976,862
ASIA,1976,1023
ASIA,1976,1025
ASIA,1976,1071
ASIA,1976,1103
ASIA,1976,1105
ASIA,1976,1290
ASIA,1976,1401
ASIA,1976,1417
ASIA,1976,1519
ASIA,1976,1604
ASIA,1976,2442
ASIA,1976,2464
ASIA,1976,2536
ASIA,1976,3193
ASIA,1976,3333
ASIA,1976,3430
ASIA,1976,4605
ASIA,1976,4638
ASIA,1976,4855.941
ASIA,1976,4935
ASIA,1976,6110
ASIA,1976,6245
ASIA,1976,6652
ASIA,1976,6875
ASIA,1976,7328
ASIA,1976,8007
ASIA,1976,9526
ASIA,1976,10178
ASIA,1976,10665
ASIA,1976,12929
ASIA,1976,16053
ASIA,1976,18600
ASIA,1976,19297
ASIA,1976,28956
ASIA,1976,40803
ASIA,1976,55169
ASIA,1977,843
ASIA,1977,993
ASIA,1977,1022
ASIA,1977,1081
ASIA,1977,1143
ASIA,1977,1148
ASIA,1977,1304
ASIA,1977,1470
ASIA,1977,1494
ASIA,1977,1583
ASIA,1977,1631
ASIA,1977,2582
ASIA,1977,2670
ASIA,1977,3446
ASIA,1977,3524
ASIA,1977,3585
ASIA,1977,4417
ASIA,1977,4439
ASIA,1977,4903
ASIA,1977,5072
ASIA,1977,5367.795
ASIA,1977,6271
ASIA,1977,6752
ASIA,1977,6998
ASIA,1977,7084
ASIA,1977,7704
ASIA,1977,7957
ASIA,1977,9094
ASIA,1977,10205
ASIA,1977,10790
ASIA,1977,13986
ASIA,1977,15721
ASIA,1977,19230
ASIA,1977,20824
ASIA,1977,26168
ASIA,1977,41915
ASIA,1977,45999
ASIA,1978,878
ASIA,1978,991
ASIA,1978,1070
ASIA,1978,1105
ASIA,1978,1205
ASIA,1978,1285
ASIA,1978,1291
ASIA,1978,1537
ASIA,1978,1540
